taxon_name,family_common_name,taxon_scientific_name,family_scientific_name,order,population,status
Northern Chowchilla,Logrunners,Orthonyx spaldingii melasmenus,Orthonychidae,Passeriformes,Endemic,Least concern
Southern Chowchilla,Logrunners,Orthonyx spaldingii spaldingii,Orthonychidae,Passeriformes,Endemic,Least concern
Central Australian Pipit,Pipits and Wagtails,Anthus novaeseelandiae australis,Motacillidae,Passeriformes,Endemic,Least concern
Tasmanian Australian Pipit,Pipits and Wagtails,Anthus novaeseelandiae bistriatus,Motacillidae,Passeriformes,Endemic,Least concern
Northern Australian Pipit,Pipits and Wagtails,Anthus novaeseelandiae rogersi,Motacillidae,Passeriformes,Endemic,Least concern
Wet Tropics Horsfield's Bushlark,Larks,Mirafra javanica athertonensis,Alaudidae,Passeriformes,Endemic,Least concern
Kimberley Horsfield's Bushlark,Larks,Mirafra javanica forresti,Alaudidae,Passeriformes,Endemic,Least concern
Dampierland Horsfield's Bushlark,Larks,Mirafra javanica halli,Alaudidae,Passeriformes,Endemic,Least concern
Eastern Horsfield's Bushlark,Larks,Mirafra javanica horsfieldii,Alaudidae,Passeriformes,Endemic,Least concern
Tiwi Islands Horsfield's Bushlark,Larks,Mirafra javanica melvillensis,Alaudidae,Passeriformes,Endemic,Vulnerable
Western Queensland Horsfield's Bushlark,Larks,Mirafra javanica rufescens,Alaudidae,Passeriformes,Endemic,Least concern
South Australian Horsfield's Bushlark,Larks,Mirafra javanica secunda,Alaudidae,Passeriformes,Endemic,Least concern
Top End Horsfield's Bushlark,Larks,Mirafra javanica soderbergi,Alaudidae,Passeriformes,Endemic,Least concern
Pilbara Horsfield's Bushlark,Larks,Mirafra javanica woodwardi,Alaudidae,Passeriformes,Endemic,Least concern
European Eurasian Skylark,Larks,Alauda arvensis arvensis,Alaudidae,Passeriformes,Introduced,Introduced
Eastern Zitting Cisticola,Cisticolas,Cisticola juncidis laveryi,Cisticolidae,Passeriformes,Endemic,Least concern
Top End Zitting Cisticola,Cisticolas,Cisticola juncidis leanyeri,Cisticolidae,Passeriformes,Endemic,Least concern
Normanton Zitting Cisticola,Cisticolas,Cisticola juncidis normani,Cisticolidae,Passeriformes,Endemic,Least concern
Northern Golden-headed Cisticola,Cisticolas,Cisticola exilis alexandrae,Cisticolidae,Passeriformes,Endemic,Least concern
North-eastern Golden-headed Cisticola,Cisticolas,Cisticola exilis diminuta,Cisticolidae,Passeriformes,Australian,Least concern
South-eastern Golden-headed Cisticola,Cisticolas,Cisticola exilis exilis,Cisticolidae,Passeriformes,Endemic,Least concern
North-western Golden-headed Cisticola,Cisticolas,Cisticola exilis lineocapilla,Cisticolidae,Passeriformes,Endemic,Least concern
Australian Tawny Grassbird,Grassbirds,Cincloramphus timoriensis alisteri,Locustellidae,Passeriformes,Endemic,Least concern
Eastern Little Grassbird,Grassbirds,Poodytes gramineus goulburni,Locustellidae,Passeriformes,Endemic,Least concern
Tasmanian Little Grassbird,Grassbirds,Poodytes gramineus gramineus,Locustellidae,Passeriformes,Endemic,Least concern
Western Little Grassbird,Grassbirds,Poodytes gramineus thomasi,Locustellidae,Passeriformes,Endemic,Least concern
Eastern Great Reed-Warbler,Reed-Warblers,Acrocephalus arundinaceus orientalis,Acrocephalidae,Passeriformes,Non-breeding,Least concern
Eastern Australian Reed-Warbler,Reed-Warblers,Acrocephalus australis australis,Acrocephalidae,Passeriformes,Endemic (breeding only),Least concern
Western Australian Reed-Warbler,Reed-Warblers,Acrocephalus australis gouldi,Acrocephalidae,Passeriformes,Endemic,Least concern
Arafura Ashy-bellied White-eye,True Babblers,Zosterops citrinella albiventris,Zosteropidae,Passeriformes,Australian,Least concern
Western Yellow White-eye,True Babblers,Zosterops luteus balstoni,Zosteropidae,Passeriformes,Endemic,Least concern
Northern Yellow White-eye,True Babblers,Zosterops luteus luteus,Zosteropidae,Passeriformes,Endemic,Least concern
Great Barrier Reef Silvereye,True Babblers,Zosterops lateralis chlorocephalus,Zosteropidae,Passeriformes,Endemic,Least concern
South-western Silvereye,True Babblers,Zosterops lateralis chloronotus,Zosteropidae,Passeriformes,Endemic,Least concern
Eastern Silvereye,True Babblers,Zosterops lateralis cornwalli,Zosteropidae,Passeriformes,Endemic,Least concern
Tasmanian Silvereye,True Babblers,Zosterops lateralis lateralis,Zosteropidae,Passeriformes,Endemic (breeding only),Least concern
King Island Silvereye,True Babblers,Zosterops lateralis ochrochrous,Zosteropidae,Passeriformes,Endemic,Least concern
South Australian Silvereye,True Babblers,Zosterops lateralis pinarochrous,Zosteropidae,Passeriformes,Endemic,Least concern
Lord Howe Silvereye,True Babblers,Zosterops lateralis tephropleurus,Zosteropidae,Passeriformes,Endemic,Near threatened
North-eastern Silvereye,True Babblers,Zosterops lateralis vegetus,Zosteropidae,Passeriformes,Endemic,Least concern
Eastern Asian House Martin,Swallows and Martins,Delichon dasypus dasypus,Hirundinidae,Passeriformes,Vagrant,Least concern
Mainland Tree Martin,Swallows and Martins,Petrochelidon nigricans neglecta,Hirundinidae,Passeriformes,Endemic (breeding only),Least concern
Tasmanian Tree Martin,Swallows and Martins,Petrochelidon nigricans nigricans,Hirundinidae,Passeriformes,Endemic (breeding only),Least concern
Eastern Red-rumped Swallow,Swallows and Martins,Cecropis daurica japonica,Hirundinidae,Passeriformes,Vagrant,Least concern
Western Welcome Swallow,Swallows and Martins,Hirundo neoxena carteri,Hirundinidae,Passeriformes,Endemic,Least concern
Eastern Welcome Swallow,Swallows and Martins,Hirundo neoxena neoxena,Hirundinidae,Passeriformes,Endemic (breeding only),Least concern
Eastern Barn Swallow,Swallows and Martins,Hirundo rustica gutturalis,Hirundinidae,Passeriformes,Non-breeding,Least concern
Wet Tropics Bassian Thrush,Thrushes,Zoothera lunulata cuneata,Turdidae,Passeriformes,Endemic,Least concern
South Australian Bassian Thrush,Thrushes,Zoothera lunulata halmaturina,Turdidae,Passeriformes,Endemic,Vulnerable
South-eastern Bassian Thrush,Thrushes,Zoothera lunulata lunulata,Turdidae,Passeriformes,Endemic,Least concern
Australian Russet-tailed Thrush,Thrushes,Zoothera heinei heinei,Turdidae,Passeriformes,Endemic,Least concern
European Song Thrush,Thrushes,Turdus philomelos clarkei,Turdidae,Passeriformes,Introduced,Introduced
European Common Blackbird,Thrushes,Turdus merula merula,Turdidae,Passeriformes,Introduced,Introduced
European Common Starling,Starlings,Sturnus vulgaris vulgaris,Sturnidae,Passeriformes,Introduced,Introduced
Indian Common Myna,Starlings,Acridotheres tristis tristis,Sturnidae,Passeriformes,Introduced,Introduced
Torresian Metallic Starling,Starlings,Aplonis metallica metallica,Sturnidae,Passeriformes,Australian,Least concern
Australian Mistletoebird,Flowerpeckers,Dicaeum hirundinaceum hirundinaceum,Dicaeidae,Passeriformes,Endemic,Least concern
Papuan Red-capped Flowerpecker,Flowerpeckers,Dicaeum geelvinkianum albopunctatum,Dicaeidae,Passeriformes,Australian,Least concern
Australian Olive-backed Sunbird,Sunbirds,Cinnyris jugularis frenata,Nectariniidae,Passeriformes,Australian,Least concern
Chinese Nutmeg Mannikin,Weaver Finches,Lonchura punctulata topela,Estrildidae,Passeriformes,Introduced,Introduced
Australian Chestnut-breasted Mannikin,Weaver Finches,Lonchura castaneothorax castaneothorax,Estrildidae,Passeriformes,Endemic,Least concern
South-eastern Beautiful Firetail,Weaver Finches,Stagonopleura bella bella,Estrildidae,Passeriformes,Endemic,Least concern
Glenelg Beautiful Firetail,Weaver Finches,Stagonopleura bella interposita,Estrildidae,Passeriformes,Endemic,Least concern
Western Beautiful Firetail,Weaver Finches,Stagonopleura bella samueli,Estrildidae,Passeriformes,Endemic,Least concern
Cape York Red-browed Finch,Weaver Finches,Neochmia temporalis minor,Estrildidae,Passeriformes,Endemic,Least concern
Southern Red-browed Finch,Weaver Finches,Neochmia temporalis temporalis,Estrildidae,Passeriformes,Endemic,Least concern
White-bellied Crimson Finch,Weaver Finches,Neochmia phaeton evangelinae,Estrildidae,Passeriformes,Australian,Near threatened
Black-bellied Crimson Finch,Weaver Finches,Neochmia phaeton phaeton,Estrildidae,Passeriformes,Endemic,Least concern
Cape York Star Finch,Weaver Finches,Neochmia ruficauda clarescens,Estrildidae,Passeriformes,Endemic,Near threatened
Southern Star Finch,Weaver Finches,Neochmia ruficauda ruficauda,Estrildidae,Passeriformes,Endemic,Critically Endangered (Possibly Extinct)
Western Star Finch,Weaver Finches,Neochmia ruficauda subclarescens,Estrildidae,Passeriformes,Endemic,Least concern
Cape York Masked Finch,Weaver Finches,Poephila personata leucotis,Estrildidae,Passeriformes,Endemic,Least concern
Western Masked Finch,Weaver Finches,Poephila personata personata,Estrildidae,Passeriformes,Endemic,Least concern
Western Long-tailed Finch,Weaver Finches,Poephila acuticauda acuticauda,Estrildidae,Passeriformes,Endemic,Least concern
Eastern Long-tailed Finch,Weaver Finches,Poephila acuticauda hecki,Estrildidae,Passeriformes,Endemic,Least concern
Northern Black-throated Finch,Weaver Finches,Poephila cincta atropygialis,Estrildidae,Passeriformes,Endemic,Least concern
Southern Black-throated Finch,Weaver Finches,Poephila cincta cincta,Estrildidae,Passeriformes,Endemic,Vulnerable
Australian Zebra Finch,Weaver Finches,Taeniopygia guttata castanotis,Estrildidae,Passeriformes,Endemic,Least concern
Western Double-barred Finch,Weaver Finches,Taeniopygia bichenovii annulosa,Estrildidae,Passeriformes,Endemic,Least concern
Eastern Double-barred Finch,Weaver Finches,Taeniopygia bichenovii bichenovii,Estrildidae,Passeriformes,Endemic,Least concern
Australian Blue-faced Parrot-Finch,Weaver Finches,Erythrura trichroa macgillivrayi,Estrildidae,Passeriformes,Endemic,Least concern
European House Sparrow,Weaver Finches,Passer domesticus domesticus,Passeridae,Passeriformes,Introduced,Introduced
Eurasian Tree Sparrow (ssp.),Weaver Finches,Passer montanus ssp.,Passeridae,Passeriformes,Introduced,Introduced
Common Greenfinch (ssp.),Old World Finches,Chloris chloris ssp.,Fringillidae,Passeriformes,Introduced,Introduced
British European Goldfinch,Old World Finches,Carduelis carduelis britannica,Fringillidae,Passeriformes,Introduced,Introduced
East Siberian Yellow Wagtail,Pipits and Wagtails,Motacilla flava tschutschensis,Motacillidae,Passeriformes,Non-breeding,Least concern
Siberian Yellow Wagtail,Pipits and Wagtails,Motacilla flava taivana,Motacillidae,Passeriformes,Non-breeding,Least concern
Grey Wagtail (ssp.),Pipits and Wagtails,Motacilla cinerea ssp.,Motacillidae,Passeriformes,Vagrant,Least concern
Central Asian White Wagtail,Pipits and Wagtails,Motacilla alba leucopsis,Motacillidae,Passeriformes,Vagrant,Vagrant
Southern White Wagtail,Pipits and Wagtails,Motacilla alba lugens,Motacillidae,Passeriformes,Vagrant,Vagrant
Eastern White Wagtail,Pipits and Wagtails,Motacilla alba ocularis,Motacillidae,Passeriformes,Vagrant,Vagrant
Tasmanian Emu,Emus and Cassowaries,Dromaius novaehollandiae diemenensis,Casuariidae,Struthioniformes,"Extinct, Endemic",Extinct
Lord Howe White-throated Pigeon,Pigeons and Doves,Columba vitiensis godmanae,Columbidae,Columbiformes,"Extinct, Endemic",Extinct
Norfolk Island New Zealand Pigeon,Pigeons and Doves,Hemiphaga novaeseelandiae spadicea,Columbidae,Columbiformes,"Extinct, Endemic",Extinct
Western Australian Lewin's Rail,"Crakes, Rails and Swamphens",Lewinia pectoralis clelandi,Rallidae,Gruiformes,"Extinct, Endemic",Extinct
Macquarie Island Buff-banded Rail,"Crakes, Rails and Swamphens",Hypotaenidia philippensis macquariensis,Rallidae,Gruiformes,"Extinct, Endemic",Extinct
Macquarie Island Red-fronted Parakeet,"Parrots, Lorikeets and Rosellas",Cyanoramphus novaezelandiae erythrotis,Psittaculidae,Psittaciformes,"Extinct, Endemic",Extinct
Lord Howe Red-fronted Parakeet,"Parrots, Lorikeets and Rosellas",Cyanoramphus novaezelandiae subflavescens,Psittaculidae,Psittaciformes,"Extinct, endemic",Extinct
Dirk Hartog Western Grasswren,"Fairy-wrens, Emu-wrens and Grasswrens",Amytornis textilis carteri,Maluridae,Passeriformes,"Extinct, Endemic",Extinct
Murchison Western Grasswren,"Fairy-wrens, Emu-wrens and Grasswrens",Amytornis textilis giganturus,Maluridae,Passeriformes,"Extinct, Endemic",Extinct
Large-tailed Western Grasswren,"Fairy-wrens, Emu-wrens and Grasswrens",Amytornis textilis macrourus,Maluridae,Passeriformes,"Extinct, Endemic",Extinct
Western Rufous Bristlebird,Bristlebirds,Dasyornis broadbenti litoralis,Dasyornithidae,Passeriformes,"Extinct, Endemic",Extinct
Norfolk Island Long-tailed Triller,Cuckoo-shrikes and Trillers,Lalage leucopyga leucopyga,Campephagidae,Passeriformes,"Extinct, Endemic",Extinct
Western Pied Currawong,"Woodswallows, Currawongs, Butcherbirds and Magpie",Strepera graculina ashbyi,Artamidae,Passeriformes,"Extinct, Endemic",Extinct
Lord Howe Grey Fantail,Fantails,Rhipidura fuliginosa cervina,Rhipiduridae,Passeriformes,"Extinct, Endemic",Extinct
European Yellowhammer,Buntings,Emberiza citrinella caliginosa,Emberizidae,Passeriformes,Vagrant (from NZ introduction),Introduced
Chinese Red-whiskered Bulbul,Bulbuls,Pycnonotus jocosus jocosus,Pycnonotidae,Passeriformes,Introduced,Introduced
Eastern Canada Goose,"Ducks, Geese and Swans",Branta canadensis moffitti,Anatidae,Anseriformes,Vagrant (from NZ introduction),Introduced
European Common Chaffinch,Old World Finches,Fringilla coelebs gengleri,Fringillidae,Passeriformes,Vagrant (from NZ introduction),Introduced
European Common Redpoll,Old World Finches,Acanthis flammea caberet,Fringillidae,Passeriformes,Introduced,Introduced
Subantarctic Gentoo Penguin,Penguins,Pygoscelis papua papua,Spheniscidae,Sphenisciformes,Australian,Near threatened
Christmas Island Thrush,Thrushes,Turdus poliocephalus erythropleurus,Turdidae,Passeriformes,Endemic,Near threatened
Heard Island Black-faced Sheathbill,Sheathbills,Chionis minor nasicornis,Chionididae,Charadriiformes,Endemic,Vulnerable
Norfolk Island Thrush,Thrushes,Turdus poliocephalus poliocephalus,Turdidae,Passeriformes,"Extinct, Endemic",Extinct
Lord Howe Thrush,Thrushes,Turdus poliocephalus vinitinctus,Turdidae,Passeriformes,"Extinct, Endemic",Extinct
Norfolk Island Tasman Starling,Starlings,Aplonis fusca fusca,Sturnidae,Passeriformes,"Extinct, Endemic",Extinct
Lord Howe Tasman Starling,Starlings,Aplonis fusca hulliana,Sturnidae,Passeriformes,"Extinct, Endemic",Extinct
Dusky Warbler (ssp.),Leaf Warblers,Phylloscopus fuscatus ssp.,Phylloscopidae,Passeriformes,Vagrant,Vagrant
Dark-sided Flycatcher (ssp.),Old world flycatchers,Muscicapa sibirica ssp.,Muscicapidae,Passeriformes,Vagrant,Vagrant
Asian Brown Flycatcher (ssp.),Old world flycatchers,Muscicapa dauurica ssp.,Muscicapidae,Passeriformes,Vagrant,Vagrant
Eastern Blue-and-White Flycatcher,Old world flycatchers,Cyanoptila cyanomelana cyanomelana,Muscicapidae,Passeriformes,Vagrant,Vagrant
Eastern Narcissus Flycatcher,Old world flycatchers,Ficedula narcissina narcissina,Muscicapidae,Passeriformes,Vagrant,Vagrant
Eastern Blue Rock-Thrush,Old world flycatchers,Monticola solitarius philippensis,Muscicapidae,Passeriformes,Vagrant,Vagrant
Siberian Blue Robin (ssp.),Old world flycatchers,Luscinia cyane bochaiensis,Muscicapidae,Passeriformes,Vagrant,Vagrant
Eurasian Common Teal,"Ducks, Geese and Swans",Anas crecca crecca,Anatidae,Anseriformes,Vagrant,Vagrant
Little Grebe (ssp.),Grebes,Tachybaptus ruficollis ssp.,Podicipedidae,Podicepiformes,Vagrant,Vagrant
Oriental Turtle Dove (ssp.),Pigeons and Doves,Streptopelia orientalis ssp.,Columbidae,Columbiformes,Vagrant,Vagrant
Eastern Red Collared-Dove,Pigeons and Doves,Streptopelia tranquebarica humilis,Columbidae,Columbiformes,Vagrant,Vagrant
Nicobar Pigeon (ssp.),Pigeons and Doves,Caloenas nicobarica nicobarica,Columbidae,Columbiformes,Vagrant,Vagrant
Grey Nightjar (ssp.),Nightjars,Caprimulgus indicus ssp.,Caprimulgidae,Caprimulgiformes,Vagrant,Vagrant
Eastern Savanna Nightjar,Nightjars,Caprimulgus affinis affinis,Caprimulgidae,Caprimulgiformes,Vagrant,Vagrant
Papuan Spine-tailed Swift (ssp.),Swifts and Swiftlets,Mearnsia novaeguineae ssp.,Apodidae,Caprimulgiformes,Vagrant,Vagrant
Pacific Leach's Storm-Petrel,Northern Storm-Petrels,Hydrobates leucorhoa leucorhoa,Hydrobatidae,Procellariformes,Vagrant,Vagrant
Southern Snow Petrel,Petrels and Shearwaters,Pagodroma nivea confusa,Procellariidae,Procellariformes,Vagrant,Vagrant
Tropical Shearwater (ssp.),Petrels and Shearwaters,Puffinus bailloni ssp.,Procellariidae,Procellariformes,Vagrant,Vagrant
Red-billed Tropicbird (ssp.),Tropicbirds,Phaethon aethereus ssp.,Phaethontidae,Phaetontiformes,Vagrant,Vagrant
Malayan Night-Heron (ssp.),"Herons, Egrets and Bitterns",Gorsachius melanolophus melanolophus,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Eastern Black-crowned Night-Heron,"Herons, Egrets and Bitterns",Nycticorax nycticorax nycticorax,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Eastern Javan Pond Heron,"Herons, Egrets and Bitterns",Ardeola speciosa speciosa,Ardeidae,Pelecaniformes,Vagrant,Vagrant
